Member_number,Date,itemDescription,Invoice_id
4441,09-11-2015,softener,4441_09-11-2015
2540,16-02-2015,cling film/bags,2540_16-02-2015
1997,06-06-2015,pickled vegetables,1997_06-06-2015
2294,26-07-2015,red/blush wine,2294_26-07-2015
1523,28-03-2015,dishes,1523_28-03-2015
3165,18-08-2015,male cosmetics,3165_18-08-2015
4831,12-04-2015,hard cheese,4831_12-04-2015
4073,02-11-2015,newspapers,4073_02-11-2015
3661,25-07-2015,frozen vegetables,3661_25-07-2015
2019,09-10-2015,candles,2019_09-10-2015
1092,16-05-2015,frozen vegetables,1092_16-05-2015
4078,14-11-2015,fruit/vegetable juice,4078_14-11-2015
4753,21-06-2015,chocolate,4753_21-06-2015
1279,10-09-2015,whole milk,1279_10-09-2015
1012,19-11-2015,shopping bags,1012_19-11-2015
2362,23-11-2015,brown bread,2362_23-11-2015
2789,06-02-2015,whipped/sour cream,2789_06-02-2015
3229,07-08-2015,tea,3229_07-08-2015
1715,03-05-2015,beverages,1715_03-05-2015
4351,16-01-2015,house keeping products,4351_16-01-2015
4397,27-06-2015,rolls/buns,4397_27-06-2015
3653,21-10-2015,frozen dessert,3653_21-10-2015
2730,10-11-2015,newspapers,2730_10-11-2015
4321,27-10-2015,red/blush wine,4321_27-10-2015
1086,17-11-2015,butter,1086_17-11-2015
1708,28-12-2015,rolls/buns,1708_28-12-2015
4293,24-08-2015,rolls/buns,4293_24-08-2015
4524,22-04-2015,spices,4524_22-04-2015
3783,08-03-2015,sugar,3783_08-03-2015
1460,24-06-2015,flour,1460_24-06-2015
2960,19-12-2015,domestic eggs,2960_19-12-2015
3442,12-10-2015,pastry,3442_12-10-2015
4059,07-05-2015,whipped/sour cream,4059_07-05-2015
1822,03-03-2015,rolls/buns,1822_03-03-2015
1584,10-07-2015,sugar,1584_10-07-2015
1624,04-02-2015,mustard,1624_04-02-2015
4877,06-11-2015,canned beer,4877_06-11-2015
1567,11-04-2015,specialty cheese,1567_11-04-2015
2018,04-01-2015,soda,2018_04-01-2015
1182,01-09-2015,soft cheese,1182_01-09-2015
3401,02-08-2015,candy,3401_02-08-2015
4547,18-01-2015,dishes,4547_18-01-2015
3547,21-10-2015,roll products ,3547_21-10-2015
4831,06-04-2015,misc. beverages,4831_06-04-2015
2851,01-01-2015,fruit/vegetable juice,2851_01-01-2015
3072,28-02-2015,specialty bar,3072_28-02-2015
1398,15-04-2015,cake bar,1398_15-04-2015
1779,28-10-2015,white bread,1779_28-10-2015
1823,27-11-2015,napkins,1823_27-11-2015
3360,14-11-2015,curd cheese,3360_14-11-2015
1565,15-10-2015,coffee,1565_15-10-2015
4321,08-05-2015,waffles,4321_08-05-2015
1293,05-03-2015,specialty fat,1293_05-03-2015
3331,25-07-2015,shopping bags,3331_25-07-2015
2408,19-05-2015,shopping bags,2408_19-05-2015
2742,10-10-2015,coffee,2742_10-10-2015
3934,01-05-2015,newspapers,3934_01-05-2015
4742,22-06-2015,hygiene articles,4742_22-06-2015
4405,22-07-2015,soda,4405_22-07-2015
3229,25-03-2015,margarine,3229_25-03-2015
2817,22-12-2015,brandy,2817_22-12-2015
2741,17-02-2015,soda,2741_17-02-2015
3562,30-12-2015,rolls/buns,3562_30-12-2015
4442,10-06-2015,specialty bar,4442_10-06-2015
2022,05-02-2015,rolls/buns,2022_05-02-2015
4380,03-11-2015,rice,4380_03-11-2015
3687,22-12-2015,rolls/buns,3687_22-12-2015
2077,07-05-2015,rum,2077_07-05-2015
3273,15-03-2015,whipped/sour cream,3273_15-03-2015
3736,27-11-2015,flour,3736_27-11-2015
3190,28-03-2015,soda,3190_28-03-2015
3295,28-07-2015,house keeping products,3295_28-07-2015
3276,30-06-2015,frozen fish,3276_30-06-2015
4405,06-01-2015,hygiene articles,4405_06-01-2015
4266,31-07-2015,salty snack,4266_31-07-2015
1372,25-06-2015,coffee,1372_25-06-2015
1242,13-12-2015,domestic eggs,1242_13-12-2015
4820,01-05-2015,soda,4820_01-05-2015
4702,08-11-2015,kitchen towels,4702_08-11-2015
3687,16-07-2015,whipped/sour cream,3687_16-07-2015
4115,20-03-2015,margarine,4115_20-03-2015
2236,03-02-2015,frozen meals,2236_03-02-2015
1026,15-03-2015,butter,1026_15-03-2015
2678,20-03-2015,rolls/buns,2678_20-03-2015
1934,04-08-2015,sugar,1934_04-08-2015
3525,14-02-2015,soda,3525_14-02-2015
1354,29-11-2015,bottled beer,1354_29-11-2015
2782,09-04-2015,specialty bar,2782_09-04-2015
4456,16-05-2015,whole milk,4456_16-05-2015
4869,03-04-2015,newspapers,4869_03-04-2015
2454,26-08-2015,rolls/buns,2454_26-08-2015
4222,20-08-2015,kitchen towels,4222_20-08-2015
1358,11-09-2015,whipped/sour cream,1358_11-09-2015
3393,15-02-2015,semi-finished bread,3393_15-02-2015
1615,03-12-2015,canned fish,1615_03-12-2015
4734,12-07-2015,rolls/buns,4734_12-07-2015
4946,04-11-2015,roll products ,4946_04-11-2015
2419,22-08-2015,fruit/vegetable juice,2419_22-08-2015
4989,03-06-2015,long life bakery product,4989_03-06-2015
2961,27-05-2015,abrasive cleaner,2961_27-05-2015
2707,07-03-2015,waffles,2707_07-03-2015
2010,06-11-2015,bottled water,2010_06-11-2015
1502,16-04-2015,canned beer,1502_16-04-2015
2600,29-04-2015,fruit/vegetable juice,2600_29-04-2015
3603,30-01-2015,shopping bags,3603_30-01-2015
4352,14-04-2015,coffee,4352_14-04-2015
1477,16-05-2015,coffee,1477_16-05-2015
4938,24-11-2015,shopping bags,4938_24-11-2015
2745,27-01-2015,vinegar,2745_27-01-2015
2738,09-11-2015,frozen dessert,2738_09-11-2015
4170,19-01-2015,newspapers,4170_19-01-2015
3776,17-05-2015,hygiene articles,3776_17-05-2015
1062,18-09-2015,shopping bags,1062_18-09-2015
1546,03-01-2015,red/blush wine,1546_03-01-2015
2020,19-11-2015,hygiene articles,2020_19-11-2015
2366,18-01-2015,candy,2366_18-01-2015
1107,03-01-2015,shopping bags,1107_03-01-2015
1407,29-07-2015,bottled water,1407_29-07-2015
3718,26-02-2015,rolls/buns,3718_26-02-2015
4808,26-07-2015,margarine,4808_26-07-2015
2940,21-05-2015,butter milk,2940_21-05-2015
3048,10-12-2015,hygiene articles,3048_10-12-2015
3165,15-06-2015,packaged fruit/vegetables,3165_15-06-2015
4306,28-12-2015,seasonal products,4306_28-12-2015
4302,05-11-2015,ice cream,4302_05-11-2015
4516,29-03-2015,curd,4516_29-03-2015
3582,31-03-2015,bottled water,3582_31-03-2015
1534,10-07-2015,margarine,1534_10-07-2015
1844,24-07-2015,canned fruit,1844_24-07-2015
1218,05-07-2015,butter,1218_05-07-2015
4482,30-11-2015,frozen vegetables,4482_30-11-2015
2574,11-12-2015,hygiene articles,2574_11-12-2015
2767,27-01-2015,long life bakery product,2767_27-01-2015
2794,29-09-2015,whipped/sour cream,2794_29-09-2015
4228,26-03-2015,mustard,4228_26-03-2015
3062,08-06-2015,hygiene articles,3062_08-06-2015
2365,21-06-2015,hard cheese,2365_21-06-2015
3775,07-07-2015,margarine,3775_07-07-2015
2232,06-05-2015,soft cheese,2232_06-05-2015
4156,03-08-2015,chocolate,4156_03-08-2015
3643,20-09-2015,frozen vegetables,3643_20-09-2015
3470,04-10-2015,pasta,3470_04-10-2015
2602,11-12-2015,shopping bags,2602_11-12-2015
4796,10-06-2015,flour,4796_10-06-2015
3289,09-08-2015,rolls/buns,3289_09-08-2015
4470,31-03-2015,spread cheese,4470_31-03-2015
2502,07-02-2015,instant coffee,2502_07-02-2015
2205,07-03-2015,whipped/sour cream,2205_07-03-2015
3201,21-01-2015,artif. sweetener,3201_21-01-2015
2882,25-06-2015,dishes,2882_25-06-2015
2757,16-12-2015,butter,2757_16-12-2015
3679,30-08-2015,shopping bags,3679_30-08-2015
2380,12-02-2015,domestic eggs,2380_12-02-2015
1825,06-10-2015,other vegetables,1825_06-10-2015
2868,18-07-2015,yogurt,2868_18-07-2015
2709,20-08-2015,dessert,2709_20-08-2015
4585,16-07-2015,beverages,4585_16-07-2015
2634,22-04-2015,newspapers,2634_22-04-2015
4832,03-12-2015,brandy,4832_03-12-2015
2032,28-07-2015,whole milk,2032_28-07-2015
2061,27-12-2015,soda,2061_27-12-2015
2210,13-01-2015,dishes,2210_13-01-2015
2346,05-08-2015,newspapers,2346_05-08-2015
4315,26-04-2015,bottled beer,4315_26-04-2015
4166,26-07-2015,shopping bags,4166_26-07-2015
3907,25-10-2015,spread cheese,3907_25-10-2015
2706,22-03-2015,popcorn,2706_22-03-2015
2855,05-08-2015,misc. beverages,2855_05-08-2015
2074,10-04-2015,dish cleaner,2074_10-04-2015
2840,27-05-2015,white bread,2840_27-05-2015
2247,31-05-2015,canned beer,2247_31-05-2015
4063,14-07-2015,soda,4063_14-07-2015
4780,03-07-2015,shopping bags,4780_03-07-2015
1081,06-03-2015,pastry,1081_06-03-2015
4843,02-03-2015,rice,4843_02-03-2015
3246,27-08-2015,coffee,3246_27-08-2015
4009,14-07-2015,newspapers,4009_14-07-2015
3697,03-10-2015,shopping bags,3697_03-10-2015
4579,29-10-2015,dessert,4579_29-10-2015
3803,06-10-2015,chewing gum,3803_06-10-2015
4108,21-07-2015,coffee,4108_21-07-2015
1664,01-04-2015,canned vegetables,1664_01-04-2015
4179,06-03-2015,pastry,4179_06-03-2015
4172,18-02-2015,white bread,4172_18-02-2015
2851,17-02-2015,fruit/vegetable juice,2851_17-02-2015
3385,22-06-2015,whipped/sour cream,3385_22-06-2015
1303,08-09-2015,yogurt,1303_08-09-2015
4487,22-01-2015,bottled beer,4487_22-01-2015
2392,23-03-2015,chocolate,2392_23-03-2015
4218,03-10-2015,domestic eggs,4218_03-10-2015
2891,02-07-2015,cream cheese ,2891_02-07-2015
4474,10-12-2015,detergent,4474_10-12-2015
4437,28-07-2015,butter,4437_28-07-2015
2648,08-11-2015,margarine,2648_08-11-2015
1081,03-05-2015,baking powder,1081_03-05-2015
3071,21-01-2015,rolls/buns,3071_21-01-2015
3409,20-05-2015,cream,3409_20-05-2015
2768,01-01-2015,pot plants,2768_01-01-2015
3424,16-08-2015,butter milk,3424_16-08-2015
4610,19-04-2015,curd,4610_19-04-2015
3090,04-11-2015,salty snack,3090_04-11-2015
4585,01-05-2015,cat food,4585_01-05-2015
4388,20-03-2015,newspapers,4388_20-03-2015
3751,01-01-2015,dishes,3751_01-01-2015
2650,11-05-2015,domestic eggs,2650_11-05-2015
2448,08-06-2015,yogurt,2448_08-06-2015
2652,26-12-2015,candy,2652_26-12-2015
1385,19-11-2015,fruit/vegetable juice,1385_19-11-2015
2960,31-08-2015,frozen vegetables,2960_31-08-2015
2736,02-03-2015,whole milk,2736_02-03-2015
1768,21-04-2015,white bread,1768_21-04-2015
2002,20-10-2015,beverages,2002_20-10-2015
3046,18-11-2015,misc. beverages,3046_18-11-2015
2284,18-03-2015,rolls/buns,2284_18-03-2015
1708,18-09-2015,long life bakery product,1708_18-09-2015
1952,23-11-2015,pastry,1952_23-11-2015
3497,08-09-2015,pickled vegetables,3497_08-09-2015
1479,14-05-2015,sauces,1479_14-05-2015
1237,09-04-2015,sugar,1237_09-04-2015
4353,24-08-2015,hard cheese,4353_24-08-2015
3528,18-08-2015,domestic eggs,3528_18-08-2015
2092,04-09-2015,brown bread,2092_04-09-2015
2514,02-11-2015,curd,2514_02-11-2015
4790,16-05-2015,shopping bags,4790_16-05-2015
1948,25-08-2015,margarine,1948_25-08-2015
3581,16-01-2015,liquor (appetizer),3581_16-01-2015
4778,26-03-2015,yogurt,4778_26-03-2015
2601,26-03-2015,soups,2601_26-03-2015
4678,31-03-2015,shopping bags,4678_31-03-2015
3642,24-02-2015,soda,3642_24-02-2015
2957,19-09-2015,butter,2957_19-09-2015
4585,28-09-2015,rolls/buns,4585_28-09-2015
3637,10-07-2015,specialty chocolate,3637_10-07-2015
1353,09-02-2015,instant coffee,1353_09-02-2015
3257,13-02-2015,domestic eggs,3257_13-02-2015
2524,10-09-2015,whole milk,2524_10-09-2015
2035,23-12-2015,waffles,2035_23-12-2015
3658,26-09-2015,salty snack,3658_26-09-2015
1901,29-11-2015,newspapers,1901_29-11-2015
3247,13-01-2015,sugar,3247_13-01-2015
4308,24-01-2015,salty snack,4308_24-01-2015
1305,24-05-2015,flower (seeds),1305_24-05-2015
1011,09-12-2015,yogurt,1011_09-12-2015
2234,29-07-2015,pastry,2234_29-07-2015
3744,08-12-2015,domestic eggs,3744_08-12-2015
2903,08-08-2015,oil,2903_08-08-2015
3036,12-07-2015,canned beer,3036_12-07-2015
2465,27-12-2015,syrup,2465_27-12-2015
1233,20-03-2015,canned beer,1233_20-03-2015
1366,29-05-2015,flour,1366_29-05-2015
3741,06-08-2015,white bread,3741_06-08-2015
2230,28-05-2015,flour,2230_28-05-2015
1206,15-05-2015,softener,1206_15-05-2015
3690,24-04-2015,rolls/buns,3690_24-04-2015
3620,18-06-2015,whipped/sour cream,3620_18-06-2015
4759,20-02-2015,margarine,4759_20-02-2015
3543,11-10-2015,sugar,3543_11-10-2015
2792,29-07-2015,frozen fish,2792_29-07-2015
1929,10-07-2015,citrus fruit,1929_10-07-2015
2433,23-08-2015,white bread,2433_23-08-2015
4941,15-01-2015,soda,4941_15-01-2015
3547,07-10-2015,butter,3547_07-10-2015
1290,24-04-2015,cat food,1290_24-04-2015
4207,28-08-2015,pastry,4207_28-08-2015
2107,01-03-2015,soda,2107_01-03-2015
3050,11-03-2015,whole milk,3050_11-03-2015
3814,21-07-2015,shopping bags,3814_21-07-2015
4875,13-09-2015,frozen vegetables,4875_13-09-2015
3691,08-08-2015,dog food,3691_08-08-2015
2433,14-03-2015,dessert,2433_14-03-2015
4757,09-01-2015,flower (seeds),4757_09-01-2015
1407,29-04-2015,male cosmetics,1407_29-04-2015
4718,12-06-2015,margarine,4718_12-06-2015
1240,14-04-2015,baking powder,1240_14-04-2015
1792,15-08-2015,processed cheese,1792_15-08-2015
4486,09-11-2015,onions,4486_09-11-2015
1757,15-06-2015,white bread,1757_15-06-2015
2186,01-07-2015,sugar,2186_01-07-2015
3752,15-04-2015,softener,3752_15-04-2015
3051,29-11-2015,rolls/buns,3051_29-11-2015
3688,23-10-2015,shopping bags,3688_23-10-2015
4676,15-01-2015,shopping bags,4676_15-01-2015
2142,25-06-2015,chocolate,2142_25-06-2015
4939,29-06-2015,soda,4939_29-06-2015
1806,06-07-2015,butter,1806_06-07-2015
1595,05-10-2015,rolls/buns,1595_05-10-2015
2086,09-03-2015,salt,2086_09-03-2015
4251,03-10-2015,soups,4251_03-10-2015
2689,30-04-2015,hard cheese,2689_30-04-2015
2560,26-11-2015,misc. beverages,2560_26-11-2015
2393,17-04-2015,whipped/sour cream,2393_17-04-2015
1669,19-08-2015,shopping bags,1669_19-08-2015
3500,21-04-2015,domestic eggs,3500_21-04-2015
1213,03-03-2015,newspapers,1213_03-03-2015
4598,18-11-2015,hygiene articles,4598_18-11-2015
1404,03-05-2015,frozen meals,1404_03-05-2015
1693,09-02-2014,rolls/buns,1693_09-02-2014
4275,30-10-2014,whole milk,4275_30-10-2014
1969,05-01-2014,fruit/vegetable juice,1969_05-01-2014
3185,12-06-2014,yogurt,3185_12-06-2014
3474,29-10-2014,dish cleaner,3474_29-10-2014
4828,28-10-2014,cream cheese ,4828_28-10-2014
1157,04-10-2014,whole milk,1157_04-10-2014
2692,23-06-2014,pastry,2692_23-06-2014
3399,25-05-2014,whole milk,3399_25-05-2014
3792,30-07-2014,whipped/sour cream,3792_30-07-2014
1077,30-08-2014,soda,1077_30-08-2014
2711,23-10-2014,light bulbs,2711_23-10-2014
2298,02-10-2014,domestic eggs,2298_02-10-2014
1991,25-12-2014,fruit/vegetable juice,1991_25-12-2014
3821,08-03-2014,instant coffee,3821_08-03-2014
1591,29-12-2014,oil,1591_29-12-2014
2966,08-10-2014,cream cheese ,2966_08-10-2014
3795,04-02-2014,sugar,3795_04-02-2014
2970,11-11-2014,chewing gum,2970_11-11-2014
4468,02-05-2014,chocolate,4468_02-05-2014
1244,25-11-2014,shopping bags,1244_25-11-2014
4121,25-07-2014,female sanitary products,4121_25-07-2014
3424,08-05-2014,frozen meals,3424_08-05-2014
1341,21-04-2014,chocolate,1341_21-04-2014
3801,25-08-2014,pastry,3801_25-08-2014
2230,24-07-2014,roll products ,2230_24-07-2014
2323,27-12-2014,whipped/sour cream,2323_27-12-2014
2907,02-11-2014,sugar,2907_02-11-2014
2447,26-07-2014,chocolate,2447_26-07-2014
4272,15-05-2014,meat spreads,4272_15-05-2014
1433,22-09-2014,brown bread,1433_22-09-2014
3846,04-08-2014,decalcifier,3846_04-08-2014
4694,05-12-2014,rolls/buns,4694_05-12-2014
1748,27-07-2014,rolls/buns,1748_27-07-2014
4410,24-11-2014,newspapers,4410_24-11-2014
4636,26-03-2014,other vegetables,4636_26-03-2014
1867,19-11-2014,detergent,1867_19-11-2014
4334,16-03-2014,margarine,4334_16-03-2014
1034,24-02-2014,cat food,1034_24-02-2014
3461,19-05-2014,sugar,3461_19-05-2014
2488,26-08-2014,newspapers,2488_26-08-2014
4150,24-03-2014,baking powder,4150_24-03-2014
2412,12-12-2014,napkins,2412_12-12-2014
3505,31-07-2014,soda,3505_31-07-2014
2718,11-08-2014,margarine,2718_11-08-2014
2564,14-01-2014,long life bakery product,2564_14-01-2014
2005,18-10-2014,bottled beer,2005_18-10-2014
3835,03-02-2014,sugar,3835_03-02-2014
2402,29-09-2014,pastry,2402_29-09-2014
4343,26-04-2014,rolls/buns,4343_26-04-2014
2562,30-04-2014,frozen meals,2562_30-04-2014
2753,23-02-2014,sugar,2753_23-02-2014
4553,04-11-2014,salty snack,4553_04-11-2014
3760,07-03-2014,frozen vegetables,3760_07-03-2014
3729,24-12-2014,domestic eggs,3729_24-12-2014
1674,07-06-2014,margarine,1674_07-06-2014
3817,29-12-2014,candles,3817_29-12-2014
4933,02-07-2014,white bread,4933_02-07-2014
3836,14-06-2014,margarine,3836_14-06-2014
4925,26-09-2014,ketchup,4925_26-09-2014
4886,04-07-2014,shopping bags,4886_04-07-2014
4504,21-01-2014,brown bread,4504_21-01-2014
3830,28-01-2014,rolls/buns,3830_28-01-2014
4234,22-01-2014,detergent,4234_22-01-2014
1727,11-08-2014,brown bread,1727_11-08-2014
2511,10-11-2014,bottled water,2511_10-11-2014
4232,07-07-2014,domestic eggs,4232_07-07-2014
3081,18-07-2014,brown bread,3081_18-07-2014
4906,17-07-2014,waffles,4906_17-07-2014
4018,28-02-2014,hard cheese,4018_28-02-2014
2890,13-02-2014,flour,2890_13-02-2014
1822,05-06-2014,soda,1822_05-06-2014
3849,18-02-2014,dessert,3849_18-02-2014
3238,03-07-2014,rolls/buns,3238_03-07-2014
4458,21-03-2014,soda,4458_21-03-2014
1522,24-12-2014,yogurt,1522_24-12-2014
1419,08-12-2014,napkins,1419_08-12-2014
4652,26-08-2014,butter,4652_26-08-2014
3896,06-04-2014,domestic eggs,3896_06-04-2014
2754,04-06-2014,rolls/buns,2754_04-06-2014
2068,21-07-2014,sauces,2068_21-07-2014
2522,17-07-2014,herbs,2522_17-07-2014
4434,28-01-2014,brown bread,4434_28-01-2014
4896,05-03-2014,sweet spreads,4896_05-03-2014
3462,21-09-2014,pasta,3462_21-09-2014
1341,08-11-2014,pastry,1341_08-11-2014
4036,14-06-2014,misc. beverages,4036_14-06-2014
1811,13-11-2014,domestic eggs,1811_13-11-2014
2247,11-08-2014,coffee,2247_11-08-2014
3727,13-07-2014,long life bakery product,3727_13-07-2014
2626,09-08-2014,canned beer,2626_09-08-2014
3225,19-09-2014,napkins,3225_19-09-2014
1483,25-01-2014,snack products,1483_25-01-2014
2062,22-08-2014,misc. beverages,2062_22-08-2014
3310,09-09-2014,flour,3310_09-09-2014
4500,25-10-2014,pickled vegetables,4500_25-10-2014
3643,06-03-2014,margarine,3643_06-03-2014
1887,05-04-2014,rolls/buns,1887_05-04-2014
2196,12-02-2014,candy,2196_12-02-2014
1791,02-02-2014,yogurt,1791_02-02-2014
1402,14-10-2014,sliced cheese,1402_14-10-2014
2279,03-01-2014,soda,2279_03-01-2014
1650,20-01-2014,pasta,1650_20-01-2014
3776,02-07-2014,specialty chocolate,3776_02-07-2014
3753,28-12-2014,UHT-milk,3753_28-12-2014
4868,24-12-2014,soda,4868_24-12-2014
3682,24-12-2014,processed cheese,3682_24-12-2014
2344,20-11-2014,root vegetables,2344_20-11-2014
2585,17-05-2014,whole milk,2585_17-05-2014
3839,21-06-2014,yogurt,3839_21-06-2014
4747,11-05-2014,softener,4747_11-05-2014
3900,12-06-2014,coffee,3900_12-06-2014
1146,21-02-2014,cereals,1146_21-02-2014
4683,09-07-2014,hard cheese,4683_09-07-2014
3775,06-03-2014,dessert,3775_06-03-2014
1816,20-06-2014,coffee,1816_20-06-2014
4624,12-06-2014,napkins,4624_12-06-2014
1108,22-05-2014,grapes,1108_22-05-2014
3942,05-11-2014,waffles,3942_05-11-2014
3257,02-09-2014,soda,3257_02-09-2014
3329,09-11-2014,frozen meals,3329_09-11-2014
4272,14-08-2014,domestic eggs,4272_14-08-2014
4292,16-05-2014,chewing gum,4292_16-05-2014
1694,01-10-2014,long life bakery product,1694_01-10-2014
2431,17-01-2014,domestic eggs,2431_17-01-2014
1026,08-03-2014,pickled vegetables,1026_08-03-2014
3137,27-02-2014,soda,3137_27-02-2014
4153,28-09-2014,cream cheese ,4153_28-09-2014
3026,30-03-2014,candy,3026_30-03-2014
3106,20-04-2014,pet care,3106_20-04-2014
1419,12-03-2014,salty snack,1419_12-03-2014
4656,02-03-2014,oil,4656_02-03-2014
3119,01-10-2014,yogurt,3119_01-10-2014
3628,01-08-2014,yogurt,3628_01-08-2014
2236,27-11-2014,candy,2236_27-11-2014
1472,15-02-2014,misc. beverages,1472_15-02-2014
4652,11-09-2014,popcorn,4652_11-09-2014
3044,17-09-2014,coffee,3044_17-09-2014
4570,04-04-2014,canned vegetables,4570_04-04-2014
2855,13-06-2014,rolls/buns,2855_13-06-2014
1344,28-01-2014,syrup,1344_28-01-2014
1586,11-03-2014,hard cheese,1586_11-03-2014
2390,22-10-2014,whipped/sour cream,2390_22-10-2014
1425,24-06-2014,newspapers,1425_24-06-2014
2736,13-05-2014,pastry,2736_13-05-2014
1621,13-02-2014,shopping bags,1621_13-02-2014
2904,28-09-2014,oil,2904_28-09-2014
1285,21-06-2014,shopping bags,1285_21-06-2014
4251,14-11-2014,white wine,4251_14-11-2014
4314,15-06-2014,chewing gum,4314_15-06-2014
1037,06-06-2014,cake bar,1037_06-06-2014
3115,29-10-2014,napkins,3115_29-10-2014
3550,17-04-2014,fruit/vegetable juice,3550_17-04-2014
1285,29-05-2014,bottled water,1285_29-05-2014
2806,13-03-2014,brown bread,2806_13-03-2014
2751,08-02-2014,sliced cheese,2751_08-02-2014
2001,05-02-2014,shopping bags,2001_05-02-2014
3895,17-02-2014,fruit/vegetable juice,3895_17-02-2014
3527,03-11-2014,candy,3527_03-11-2014
3033,28-02-2014,nut snack,3033_28-02-2014
2761,31-01-2014,shopping bags,2761_31-01-2014
1011,15-02-2014,rolls/buns,1011_15-02-2014
3703,30-04-2014,house keeping products,3703_30-04-2014
3595,06-01-2014,waffles,3595_06-01-2014
4169,09-08-2014,soda,4169_09-08-2014
2025,31-05-2014,brown bread,2025_31-05-2014
1430,12-01-2014,waffles,1430_12-01-2014
1410,25-12-2014,chocolate,1410_25-12-2014
4588,02-09-2014,dishes,4588_02-09-2014
4291,07-08-2014,bottled water,4291_07-08-2014
3444,08-04-2014,margarine,3444_08-04-2014
4134,26-12-2014,specialty bar,4134_26-12-2014
2365,14-08-2014,margarine,2365_14-08-2014
2816,18-01-2014,margarine,2816_18-01-2014
1146,28-03-2014,sliced cheese,1146_28-03-2014
2071,24-03-2014,jam,2071_24-03-2014
1291,01-08-2014,rolls/buns,1291_01-08-2014
4490,21-01-2014,bottled water,4490_21-01-2014
4280,26-06-2014,cat food,4280_26-06-2014
2056,19-12-2014,curd,2056_19-12-2014
4112,08-09-2014,red/blush wine,4112_08-09-2014
2416,16-02-2014,margarine,2416_16-02-2014
2955,07-06-2014,newspapers,2955_07-06-2014
4403,11-01-2014,other vegetables,4403_11-01-2014
3164,24-09-2014,napkins,3164_24-09-2014
3038,13-04-2014,long life bakery product,3038_13-04-2014
2231,22-06-2014,bottled beer,2231_22-06-2014
2079,25-02-2014,napkins,2079_25-02-2014
4152,07-12-2014,chewing gum,4152_07-12-2014
1891,05-07-2014,candy,1891_05-07-2014
3811,21-07-2014,bottled water,3811_21-07-2014
4129,10-11-2014,shopping bags,4129_10-11-2014
4016,23-07-2014,sweet spreads,4016_23-07-2014
2556,02-09-2014,chewing gum,2556_02-09-2014
1369,08-02-2014,waffles,1369_08-02-2014
4799,08-08-2014,curd cheese,4799_08-08-2014
3081,26-05-2014,specialty vegetables,3081_26-05-2014
4007,05-10-2014,canned beer,4007_05-10-2014
2407,17-03-2014,canned fish,2407_17-03-2014
1265,05-12-2014,waffles,1265_05-12-2014
4422,24-03-2014,shopping bags,4422_24-03-2014
3768,07-04-2014,shopping bags,3768_07-04-2014
4050,07-03-2014,flower (seeds),4050_07-03-2014
4312,19-07-2014,margarine,4312_19-07-2014
2839,06-07-2014,specialty chocolate,2839_06-07-2014
1553,07-04-2014,soda,1553_07-04-2014
1853,07-06-2014,candy,1853_07-06-2014
3529,02-09-2014,dental care,3529_02-09-2014
2259,25-01-2014,candy,2259_25-01-2014
4045,02-03-2014,rolls/buns,4045_02-03-2014
2359,26-09-2014,coffee,2359_26-09-2014
3523,05-04-2014,whisky,3523_05-04-2014
3681,01-01-2014,dishes,3681_01-01-2014
1361,13-12-2014,rolls/buns,1361_13-12-2014
4851,07-08-2014,frozen vegetables,4851_07-08-2014
4098,16-02-2014,bottled water,4098_16-02-2014
3508,30-06-2014,candy,3508_30-06-2014
2288,25-11-2014,brown bread,2288_25-11-2014
4717,23-06-2014,salty snack,4717_23-06-2014
1387,31-03-2014,margarine,1387_31-03-2014
1687,24-06-2014,misc. beverages,1687_24-06-2014
4797,30-11-2014,sparkling wine,4797_30-11-2014
1810,13-10-2014,newspapers,1810_13-10-2014
3923,28-06-2014,canned vegetables,3923_28-06-2014
2595,06-01-2014,domestic eggs,2595_06-01-2014
3535,08-04-2014,fruit/vegetable juice,3535_08-04-2014
3427,16-10-2014,red/blush wine,3427_16-10-2014
4426,05-01-2014,Instant food products,4426_05-01-2014
1101,28-12-2014,whipped/sour cream,1101_28-12-2014
1712,30-08-2014,hygiene articles,1712_30-08-2014
2975,25-10-2014,fruit/vegetable juice,2975_25-10-2014
2973,31-07-2014,flour,2973_31-07-2014
1157,21-03-2014,frozen meals,1157_21-03-2014
1330,11-02-2014,curd,1330_11-02-2014
4654,14-09-2014,soda,4654_14-09-2014
1141,02-12-2014,soda,1141_02-12-2014
4162,16-08-2014,bottled water,4162_16-08-2014
4855,09-04-2014,dishes,4855_09-04-2014
4217,03-06-2014,domestic eggs,4217_03-06-2014
1750,09-06-2014,newspapers,1750_09-06-2014
4578,08-09-2014,napkins,4578_08-09-2014
3299,15-12-2014,cat food,3299_15-12-2014
3231,22-03-2014,semi-finished bread,3231_22-03-2014
4086,30-08-2014,pastry,4086_30-08-2014
4651,10-01-2014,sugar,4651_10-01-2014
1877,13-08-2014,brown bread,1877_13-08-2014
1849,30-03-2014,spread cheese,1849_30-03-2014
2502,18-06-2014,shopping bags,2502_18-06-2014
4988,19-04-2014,curd,4988_19-04-2014
4430,17-02-2014,margarine,4430_17-02-2014
4255,03-11-2014,shopping bags,4255_03-11-2014
3348,18-01-2014,pickled vegetables,3348_18-01-2014
1522,16-06-2014,chocolate,1522_16-06-2014
1052,24-03-2014,coffee,1052_24-03-2014
